model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
ba-1m-8m,1000000,7999964,1,2,769.987388,100000,0,2137.138068,21975,112050,1858021,0,-1,2021-08-18.22:38:16
baidu,2141301,17794839,1,2,1665.946645,100000,0,502.242041,102719,124311,14598085,0,-1,2021-08-18.22:38:49
dbpedia,3966925,13820853,1,2,2193.793240,100000,0,635.407904,101609,117978,1758769,0,-1,2021-08-18.22:39:13
er-1m-8m,1000000,8000000,1,2,1003.028742,100000,0,949.744936,39438,55136,663152,0,-1,2021-08-18.22:39:36
livej,4847571,68993773,1,2,5049.702383,100000,0,1054.647565,113109,140625,11024715,0,-1,2021-08-18.22:40:44
patent,6009555,16518948,1,2,3599.490575,100000,0,995.458592,107430,158375,2429648,0,-1,2021-08-18.22:41:47
pokec,1632804,30622564,1,2,2188.230121,100000,0,601.726928,86558,127678,6194129,0,-1,2021-08-18.22:42:24
rmat-1m-8m,999760,7810950,1,2,539.592896,100000,0,482.611421,100558,120548,30778090,0,-1,2021-08-18.22:42:29
ssca2,1048577,157877986,1,2,1419.056219,100000,0,2398.784063,1589692,1649666,125276686,0,-1,2021-08-18.22:43:51
wiki-links,5710993,130160392,1,2,9266.457989,100000,0,1107.888742,185791,202380,53806391,0,-1,2021-08-18.22:46:48
wikitalk,2394385,5021410,1,2,805.436647,100000,0,486.865529,100565,105659,14714008,0,-1,2021-08-18.22:47:02
wiki_talk_en,2987536,24981163,1,2,1101.149244,100000,0,631.824994,99961,105769,21295302,0,-1,2021-08-18.22:47:21
ba-1m-8m,1000000,7999964,1,3,856.262135,100000,0,326.804226,21920,167526,1869143,362803,-1,2021-08-18.22:47:27
baidu,2141301,17794839,1,3,1569.862095,100000,0,374.885297,102933,137075,14536982,816665,-1,2021-08-18.22:48:00
dbpedia,3966925,13820853,1,3,1986.103988,100000,0,144.802389,101069,128291,1649743,1110373,-1,2021-08-18.22:48:20
er-1m-8m,1000000,8000000,1,3,1174.095834,100000,0,105.950712,39427,67087,666171,433324,-1,2021-08-18.22:48:32
livej,4847571,68993773,1,3,5166.862866,100000,0,498.835239,114984,160533,11639382,779089,-1,2021-08-18.22:49:44
patent,6009555,16518948,1,3,3802.907213,100000,0,279.796725,108114,186143,2517143,1038476,-1,2021-08-18.22:50:41
pokec,1632804,30622564,1,3,2325.934402,100000,0,272.425158,86306,149250,6204214,721662,-1,2021-08-18.22:51:13
rmat-1m-8m,999760,7810950,1,3,539.424123,100000,0,448.912284,100866,134627,31446286,638034,-1,2021-08-18.22:51:25
ssca2,1048577,157877986,1,3,2222.871512,100000,0,11028.007881,1584129,1676697,125666048,11948756,-1,2021-08-18.22:52:49
wiki-links,5710993,130160392,1,3,10272.963961,100000,0,5331.881953,186014,214640,56759895,762742,-1,2021-08-18.22:55:39
wikitalk,2394385,5021410,1,3,659.575777,100000,0,305.196180,100630,109549,15323857,1075356,-1,2021-08-18.22:55:43
wiki_talk_en,2987536,24981163,1,3,871.184650,100000,0,442.922721,99991,109677,21623570,947581,-1,2021-08-18.22:55:52
ba-1m-8m,1000000,7999964,1,2,772.385553,0,100000,449.035919,21972,0,154155,0,-1,2021-08-18.22:56:08
baidu,2141301,17794839,1,2,1651.485421,0,100000,434.400938,98377,0,5881566,0,-1,2021-08-18.22:56:41
dbpedia,3966925,13820853,1,2,2196.867398,0,100000,919.918892,100661,0,964458,0,-1,2021-08-18.22:57:04
er-1m-8m,1000000,8000000,1,2,970.379929,0,100000,462.567477,39181,0,431675,0,-1,2021-08-18.22:57:25
livej,4847571,68993773,1,2,5149.088009,0,100000,476.142395,112479,0,8444776,0,-1,2021-08-18.22:58:33
patent,6009555,16518948,1,2,3704.267635,0,100000,451.623794,108073,0,1532852,0,-1,2021-08-18.22:59:20
pokec,1632804,30622564,1,2,1996.171957,0,100000,401.007011,85366,0,3326826,0,-1,2021-08-18.22:59:54
rmat-1m-8m,999760,7810950,1,2,562.168486,0,100000,420.019888,100518,0,22680848,0,-1,2021-08-18.23:00:02
ssca2,1048577,157877986,1,2,1372.604967,0,100000,2038.851517,1592356,0,120571904,0,-1,2021-08-18.23:01:23
wiki-links,5710993,130160392,1,2,8802.207682,0,100000,1226.992365,186314,0,50028334,0,-1,2021-08-18.23:04:16
wikitalk,2394385,5021410,1,2,827.288901,0,100000,459.971659,100684,0,11124830,0,-1,2021-08-18.23:04:21
wiki_talk_en,2987536,24981163,1,2,1073.144467,0,100000,779.044456,100008,0,17114449,0,-1,2021-08-18.23:04:58
ba-1m-8m,1000000,7999964,1,3,973.894536,0,100000,1230.819832,21759,0,152565,21759,-1,2021-08-18.23:05:05
baidu,2141301,17794839,1,3,1620.756432,0,100000,391.018009,102961,0,10480263,102961,-1,2021-08-18.23:05:37
dbpedia,3966925,13820853,1,3,1977.299546,0,100000,2867.052069,100891,0,983737,100891,-1,2021-08-18.23:06:00
er-1m-8m,1000000,8000000,1,3,1247.824585,0,100000,51.397133,39186,0,430884,39186,-1,2021-08-18.23:06:12
livej,4847571,68993773,1,3,5571.817974,0,100000,139468.786915,112737,0,8241298,112737,-1,2021-08-18.23:09:35
patent,6009555,16518948,1,3,4088.977778,0,100000,101.091919,107140,0,1534695,107140,-1,2021-08-18.23:10:32
pokec,1632804,30622564,1,3,2132.571149,0,100000,145.079233,85265,0,3338203,85265,-1,2021-08-18.23:11:04
rmat-1m-8m,999760,7810950,1,3,533.255799,0,100000,470.962147,100590,0,22618139,100590,-1,2021-08-18.23:11:08
ssca2,1048577,157877986,1,3,2160.913577,0,100000,1228.743531,1587674,0,120199260,1587674,-1,2021-08-18.23:12:23
wiki-links,5710993,130160392,1,3,10279.602472,0,100000,1265.257249,186280,0,48504512,186280,-1,2021-08-18.23:15:13
wikitalk,2394385,5021410,1,3,639.177370,0,100000,388.026699,99994,0,9370852,99994,-1,2021-08-18.23:15:17
wiki_talk_en,2987536,24981163,1,3,879.278178,0,100000,91057.006854,100102,0,17300112,100102,-1,2021-08-18.23:16:56
ba-1m-8m,1000000,7999964,1,2,765.353093,100000,0,2049.153800,22005,111789,1877378,0,-1,2021-08-18.23:17:14
baidu,2141301,17794839,1,2,1644.094057,100000,0,430.836281,98385,119242,9858513,0,-1,2021-08-18.23:17:47
dbpedia,3966925,13820853,1,2,2154.848877,100000,0,541.217107,100962,117393,1759018,0,-1,2021-08-18.23:18:10
er-1m-8m,1000000,8000000,1,2,974.126292,100000,0,813.282629,39318,54984,661159,0,-1,2021-08-18.23:18:32
livej,4847571,68993773,1,2,5158.073091,100000,0,1151.565596,112913,141088,11210741,0,-1,2021-08-18.23:19:40
patent,6009555,16518948,1,2,3586.891068,100000,0,1011.854427,106487,156489,2421583,0,-1,2021-08-18.23:20:41
pokec,1632804,30622564,1,2,2060.067389,100000,0,608.521930,87224,127300,6153586,0,-1,2021-08-18.23:21:17
rmat-1m-8m,999760,7810950,1,2,563.507822,100000,0,470.264266,100769,120488,30458365,0,-1,2021-08-18.23:21:22
ssca2,1048577,157877986,1,2,1317.767499,100000,0,2391.729145,1584093,1645101,124799450,0,-1,2021-08-18.23:22:44
wiki-links,5710993,130160392,1,2,9300.553403,100000,0,1146.706386,188967,205852,56115333,0,-1,2021-08-18.23:25:34
wikitalk,2394385,5021410,1,2,758.847531,100000,0,569.622268,99886,105010,12819306,0,-1,2021-08-18.23:25:39
wiki_talk_en,2987536,24981163,1,2,1077.531520,100000,0,771.020151,101013,106792,25615278,0,-1,2021-08-18.23:26:04
ba-1m-8m,1000000,7999964,1,3,888.254026,100000,0,332.197990,22056,166106,1850803,362156,-1,2021-08-18.23:26:11
baidu,2141301,17794839,1,3,1803.468758,100000,0,253.506109,98473,132085,9691643,813169,-1,2021-08-18.23:26:43
dbpedia,3966925,13820853,1,3,1928.650542,100000,0,146.041790,101049,127969,1655707,1131958,-1,2021-08-18.23:27:03
er-1m-8m,1000000,8000000,1,3,1214.453926,100000,0,106.661946,39670,66706,664649,432986,-1,2021-08-18.23:27:17
livej,4847571,68993773,1,3,5520.765091,100000,0,455.064403,111296,157566,10860880,772698,-1,2021-08-18.23:28:30
patent,6009555,16518948,1,3,3840.643051,100000,0,259.184926,104867,180223,2367285,991176,-1,2021-08-18.23:29:27
pokec,1632804,30622564,1,3,2344.800649,100000,0,268.239258,86035,146723,5992442,719769,-1,2021-08-18.23:29:59
rmat-1m-8m,999760,7810950,1,3,518.569110,100000,0,384.672679,99465,132588,28538367,635621,-1,2021-08-18.23:30:04
ssca2,1048577,157877986,1,3,2215.401174,100000,0,11047.570609,1587585,1677389,125852761,11877737,-1,2021-08-18.23:31:29
wiki-links,5710993,130160392,1,3,9830.562226,100000,0,5739.136942,189332,218091,59056818,761191,-1,2021-08-18.23:34:17
wikitalk,2394385,5021410,1,3,612.738397,100000,0,300.067276,100564,109460,14558032,1090596,-1,2021-08-18.23:34:22
wiki_talk_en,2987536,24981163,1,3,877.881136,100000,0,508.811695,101127,110953,25703109,950648,-1,2021-08-18.23:34:31
ba-1m-8m,1000000,7999964,1,2,761.544381,0,100000,437.103731,21887,0,153488,0,-1,2021-08-18.23:34:47
baidu,2141301,17794839,1,2,1629.979356,0,100000,434.826362,98004,0,5955719,0,-1,2021-08-18.23:35:20
dbpedia,3966925,13820853,1,2,2207.425634,0,100000,933.079884,101513,0,1003887,0,-1,2021-08-18.23:35:43
er-1m-8m,1000000,8000000,1,2,972.381998,0,100000,466.162190,40089,0,441357,0,-1,2021-08-18.23:36:05
livej,4847571,68993773,1,2,5172.656328,0,100000,434.839542,113523,0,8520973,0,-1,2021-08-18.23:37:13
patent,6009555,16518948,1,2,3611.537353,0,100000,445.770483,107232,0,1519015,0,-1,2021-08-18.23:38:13
pokec,1632804,30622564,1,2,1946.006343,0,100000,413.539852,86624,0,3503433,0,-1,2021-08-18.23:38:47
rmat-1m-8m,999760,7810950,1,2,581.839411,0,100000,424.189002,100540,0,22555286,0,-1,2021-08-18.23:38:52
ssca2,1048577,157877986,1,2,1376.925066,0,100000,2021.968636,1583675,0,119857566,0,-1,2021-08-18.23:40:14
wiki-links,5710993,130160392,1,2,9451.523770,0,100000,1212.914361,185413,0,49277323,0,-1,2021-08-18.23:43:08
wikitalk,2394385,5021410,1,2,756.719720,0,100000,817.793454,99945,0,9655236,0,-1,2021-08-18.23:43:13
wiki_talk_en,2987536,24981163,1,2,1081.561040,0,100000,778.013948,99904,0,17188566,0,-1,2021-08-18.23:44:00
ba-1m-8m,1000000,7999964,1,3,896.206061,0,100000,44.217954,22056,0,154662,22056,-1,2021-08-18.23:44:08
baidu,2141301,17794839,1,3,1685.220973,0,100000,297.930605,98675,0,6029500,98675,-1,2021-08-18.23:44:40
dbpedia,3966925,13820853,1,3,1957.650988,0,100000,2768.718595,101205,0,1207850,101205,-1,2021-08-18.23:45:03
er-1m-8m,1000000,8000000,1,3,1161.055072,0,100000,52.123768,39775,0,437990,39775,-1,2021-08-18.23:45:15
livej,4847571,68993773,1,3,5388.022781,0,100000,225.958958,112771,0,8034349,112771,-1,2021-08-18.23:46:28
patent,6009555,16518948,1,3,3918.376642,0,100000,102.133590,108780,0,1552377,108780,-1,2021-08-18.23:47:24
pokec,1632804,30622564,1,3,2282.452718,0,100000,144.824202,85664,0,3314941,85664,-1,2021-08-18.23:47:56
rmat-1m-8m,999760,7810950,1,3,519.268375,0,100000,476.292122,100615,0,22751336,100615,-1,2021-08-18.23:48:00
ssca2,1048577,157877986,1,3,2146.955703,0,100000,1237.388979,1594714,0,120855083,1594714,-1,2021-08-18.23:49:15
wiki-links,5710993,130160392,1,3,10292.444873,0,100000,1337.217216,189224,0,57099364,189224,-1,2021-08-18.23:52:00
wikitalk,2394385,5021410,1,3,658.379927,0,100000,426.180235,100560,0,11093953,100560,-1,2021-08-18.23:52:04
wiki_talk_en,2987536,24981163,1,3,890.649994,0,100000,815.419873,99845,0,16945889,99845,-1,2021-08-18.23:52:13
ba-1m-8m,1000000,7999964,1,2,767.432445,100000,0,2064.751399,22044,111461,1842330,0,-1,2021-08-18.23:52:31
baidu,2141301,17794839,1,2,1646.168885,100000,0,431.257475,98604,119658,9962157,0,-1,2021-08-18.23:53:05
dbpedia,3966925,13820853,1,2,2204.122590,100000,0,698.122756,100101,117017,1582862,0,-1,2021-08-18.23:53:28
er-1m-8m,1000000,8000000,1,2,1052.622565,100000,0,368.060668,39906,55587,669084,0,-1,2021-08-18.23:53:51
livej,4847571,68993773,1,2,5118.403344,100000,0,1214.920056,112633,140545,11072662,0,-1,2021-08-18.23:55:01
patent,6009555,16518948,1,2,3588.544154,100000,0,986.332260,106931,157031,2420114,0,-1,2021-08-18.23:56:02
pokec,1632804,30622564,1,2,2076.078337,100000,0,594.115731,86404,126299,6013759,0,-1,2021-08-18.23:56:38
rmat-1m-8m,999760,7810950,1,2,570.060540,100000,0,441.033315,99665,119483,28019046,0,-1,2021-08-18.23:56:43
ssca2,1048577,157877986,1,2,1388.966215,100000,0,2408.198177,1589469,1649953,125166524,0,-1,2021-08-18.23:58:05
wiki-links,5710993,130160392,1,2,9020.682404,100000,0,1087.324931,187028,202844,52348469,0,-1,2021-08-19.00:00:56
wikitalk,2394385,5021410,1,2,795.778269,100000,0,576.578404,100101,105191,12777625,0,-1,2021-08-19.00:01:01
wiki_talk_en,2987536,24981163,1,2,1078.758020,100000,0,760.996081,99907,105349,20949267,0,-1,2021-08-19.00:01:11
ba-1m-8m,1000000,7999964,1,3,904.003509,100000,0,294.387834,22032,167047,1861779,365934,-1,2021-08-19.00:01:18
baidu,2141301,17794839,1,3,1620.218146,100000,0,256.622737,98411,132139,9919543,815625,-1,2021-08-19.00:01:50
dbpedia,3966925,13820853,1,3,1971.422655,100000,0,146.099491,100864,127304,1722063,1123553,-1,2021-08-19.00:02:10
er-1m-8m,1000000,8000000,1,3,1237.304493,100000,0,105.584174,39363,66826,663430,432409,-1,2021-08-19.00:02:22
livej,4847571,68993773,1,3,5385.503575,100000,0,495.739584,113610,160803,11682225,779868,-1,2021-08-19.00:03:36
patent,6009555,16518948,1,3,3869.105644,100000,0,269.659818,107504,184047,2462872,1025490,-1,2021-08-19.00:04:33
pokec,1632804,30622564,1,3,2228.361065,100000,0,264.439582,86313,146517,6049937,722436,-1,2021-08-19.00:05:05
rmat-1m-8m,999760,7810950,1,3,486.975758,100000,0,431.296912,100761,133866,30894260,639009,-1,2021-08-19.00:05:10
ssca2,1048577,157877986,1,3,2194.671253,100000,0,10955.470229,1584305,1673064,125320057,11831888,-1,2021-08-19.00:06:35
wiki-links,5710993,130160392,1,3,10318.134462,100000,0,5394.471598,186537,215578,56783946,768619,-1,2021-08-19.00:09:23
wikitalk,2394385,5021410,1,3,639.508170,100000,0,307.700633,100564,109691,15040122,1085228,-1,2021-08-19.00:09:28
wiki_talk_en,2987536,24981163,1,3,893.602797,100000,0,519.474981,101183,110734,25385851,943140,-1,2021-08-19.00:09:36
ba-1m-8m,1000000,7999964,1,2,759.991861,0,100000,477.122045,21726,0,152429,0,-1,2021-08-19.00:09:52
baidu,2141301,17794839,1,2,1627.554554,0,100000,429.763953,98162,0,5931877,0,-1,2021-08-19.00:10:25
dbpedia,3966925,13820853,1,2,2182.352685,0,100000,943.990287,102018,0,980932,0,-1,2021-08-19.00:10:48
er-1m-8m,1000000,8000000,1,2,963.546126,0,100000,461.697536,39357,0,432531,0,-1,2021-08-19.00:11:09
livej,4847571,68993773,1,2,5056.006239,0,100000,423.224001,111486,0,8094923,0,-1,2021-08-19.00:12:18
patent,6009555,16518948,1,2,3730.447251,0,100000,453.535465,108344,0,1533138,0,-1,2021-08-19.00:13:05
pokec,1632804,30622564,1,2,2011.325906,0,100000,407.938524,86050,0,3396313,0,-1,2021-08-19.00:13:40
rmat-1m-8m,999760,7810950,1,2,559.504261,0,100000,405.747090,99503,0,20341979,0,-1,2021-08-19.00:13:47
ssca2,1048577,157877986,1,2,1375.757763,0,100000,2035.303536,1589585,0,120487350,0,-1,2021-08-19.00:15:08
wiki-links,5710993,130160392,1,2,9147.833779,0,100000,1227.256260,188531,0,49865319,0,-1,2021-08-19.00:17:57
wikitalk,2394385,5021410,1,2,784.948379,0,100000,1572.374858,100650,0,11096016,0,-1,2021-08-19.00:18:03
wiki_talk_en,2987536,24981163,1,2,1072.936080,0,100000,833.650677,101355,0,21235466,0,-1,2021-08-19.00:18:13
ba-1m-8m,1000000,7999964,1,3,925.524092,0,100000,44.199799,21931,0,153820,21931,-1,2021-08-19.00:18:19
baidu,2141301,17794839,1,3,1617.017594,0,100000,293.229262,98658,0,5864000,98658,-1,2021-08-19.00:18:51
dbpedia,3966925,13820853,1,3,1940.741511,0,100000,800.705303,101632,0,990850,101632,-1,2021-08-19.00:19:12
er-1m-8m,1000000,8000000,1,3,1246.207782,0,100000,117676.393858,38905,0,427934,38905,-1,2021-08-19.00:21:22
livej,4847571,68993773,1,3,5402.668171,0,100000,7460.789117,112023,0,8042716,112023,-1,2021-08-19.00:22:33
patent,6009555,16518948,1,3,3808.317640,0,100000,100.079740,107156,0,1483491,107156,-1,2021-08-19.00:23:14
pokec,1632804,30622564,1,3,2279.121379,0,100000,148.554005,86030,0,3428536,86030,-1,2021-08-19.00:23:46
rmat-1m-8m,999760,7810950,1,3,489.783636,0,100000,471.531274,100614,0,22826775,100614,-1,2021-08-19.00:23:50
ssca2,1048577,157877986,1,3,2141.217031,0,100000,1246.260915,1600771,0,121206765,1600771,-1,2021-08-19.00:25:05
wiki-links,5710993,130160392,1,3,10770.585344,0,100000,1160.061654,186543,0,48624826,186543,-1,2021-08-19.00:27:51
wikitalk,2394385,5021410,1,3,643.735385,0,100000,3276.819208,100602,0,11140475,100602,-1,2021-08-19.00:27:58
wiki_talk_en,2987536,24981163,1,3,888.875793,0,100000,916.318965,101232,0,21300397,101232,-1,2021-08-19.00:28:17
ba-1m-8m,1000000,7999964,1,2,774.691164,100000,0,2076.514814,22084,111610,1844159,0,-1,2021-08-19.00:28:35
baidu,2141301,17794839,1,2,1620.698436,100000,0,432.650281,98521,119454,10161870,0,-1,2021-08-19.00:29:07
dbpedia,3966925,13820853,1,2,2187.450834,100000,0,557.120234,101022,117033,1568724,0,-1,2021-08-19.00:29:30
er-1m-8m,1000000,8000000,1,2,988.587901,100000,0,388.270056,39461,55234,664638,0,-1,2021-08-19.00:29:53
livej,4847571,68993773,1,2,5302.917895,100000,0,901.427008,113552,142055,11148369,0,-1,2021-08-19.00:31:02
patent,6009555,16518948,1,2,3593.114251,100000,0,956.862530,105999,156413,2379758,0,-1,2021-08-19.00:32:04
pokec,1632804,30622564,1,2,1999.280415,100000,0,605.932458,86634,126622,6128813,0,-1,2021-08-19.00:32:41
rmat-1m-8m,999760,7810950,1,2,575.026009,100000,0,440.285262,100586,120331,30362608,0,-1,2021-08-19.00:32:46
ssca2,1048577,157877986,1,2,1363.266229,100000,0,2395.627764,1593158,1653497,125593547,0,-1,2021-08-19.00:34:08
wiki-links,5710993,130160392,1,2,8969.248693,100000,0,1110.109815,186253,201795,54295963,0,-1,2021-08-19.00:37:02
wikitalk,2394385,5021410,1,2,812.716893,100000,0,428.712108,100531,105770,14211390,0,-1,2021-08-19.00:37:07
wiki_talk_en,2987536,24981163,1,2,1087.934067,100000,0,704.658754,101019,106795,25230943,0,-1,2021-08-19.00:37:16
ba-1m-8m,1000000,7999964,1,3,946.903995,100000,0,367.381932,21900,166786,1855493,369732,-1,2021-08-19.00:37:22
baidu,2141301,17794839,1,3,1730.691411,100000,0,263.582445,98907,133694,10313657,822924,-1,2021-08-19.00:37:54
dbpedia,3966925,13820853,1,3,1936.352276,100000,0,152.895569,101449,128806,2020546,1115307,-1,2021-08-19.00:38:15
er-1m-8m,1000000,8000000,1,3,1221.779093,100000,0,105.154683,38959,65502,651780,432741,-1,2021-08-19.00:38:26
livej,4847571,68993773,1,3,5482.329853,100000,0,514.243736,115961,161456,11761263,784775,-1,2021-08-19.00:39:40
patent,6009555,16518948,1,3,3980.545681,100000,0,269.515969,106279,183537,2439184,1004237,-1,2021-08-19.00:40:38
pokec,1632804,30622564,1,3,2219.316079,100000,0,262.816353,85898,146613,5908626,721959,-1,2021-08-19.00:41:09
rmat-1m-8m,999760,7810950,1,3,527.792072,100000,0,437.730710,100733,133700,30788796,633446,-1,2021-08-19.00:41:14
ssca2,1048577,157877986,1,3,2192.453480,100000,0,11036.639409,1590711,1682754,126133973,11871709,-1,2021-08-19.00:42:39
wiki-links,5710993,130160392,1,3,10002.088359,100000,0,5323.686392,190565,219087,58366003,781925,-1,2021-08-19.00:45:30
wikitalk,2394385,5021410,1,3,626.437438,100000,0,298.006239,100591,108976,14436713,1083960,-1,2021-08-19.00:45:45
wiki_talk_en,2987536,24981163,1,3,897.989033,100000,0,429.496864,99923,109562,21501768,935776,-1,2021-08-19.00:45:54
ba-1m-8m,1000000,7999964,1,2,779.328533,0,100000,328.198904,22013,0,154503,0,-1,2021-08-19.00:46:10
baidu,2141301,17794839,1,2,1634.291151,0,100000,439.605495,98669,0,6071779,0,-1,2021-08-19.00:46:43
dbpedia,3966925,13820853,1,2,2204.457491,0,100000,1894.387161,100936,0,933471,0,-1,2021-08-19.00:47:07
er-1m-8m,1000000,8000000,1,2,974.696965,0,100000,468.204867,39900,0,440041,0,-1,2021-08-19.00:47:28
livej,4847571,68993773,1,2,5311.699348,0,100000,567.058231,115015,0,9076558,0,-1,2021-08-19.00:48:36
patent,6009555,16518948,1,2,3702.018956,0,100000,447.171721,106410,0,1493606,0,-1,2021-08-19.00:49:23
pokec,1632804,30622564,1,2,1949.138167,0,100000,406.591504,85706,0,3401287,0,-1,2021-08-19.00:49:58
rmat-1m-8m,999760,7810950,1,2,549.782528,0,100000,409.980665,99374,0,20500253,0,-1,2021-08-19.00:50:03
ssca2,1048577,157877986,1,2,1407.920381,0,100000,2036.095686,1592298,0,120541035,0,-1,2021-08-19.00:51:24
wiki-links,5710993,130160392,1,2,8930.314846,0,100000,1246.049716,187945,0,51051526,0,-1,2021-08-19.00:54:16
wikitalk,2394385,5021410,1,2,750.800959,0,100000,1492.124675,100560,0,11071964,0,-1,2021-08-19.00:54:22
wiki_talk_en,2987536,24981163,1,2,1068.355612,0,100000,832.725801,101009,0,21313520,0,-1,2021-08-19.00:54:31
ba-1m-8m,1000000,7999964,1,3,893.404751,0,100000,90410.195245,21904,0,153632,21904,-1,2021-08-19.00:56:08
baidu,2141301,17794839,1,3,1645.021334,0,100000,296.478509,98532,0,6009069,98532,-1,2021-08-19.00:56:40
dbpedia,3966925,13820853,1,3,1971.338393,0,100000,2877.899216,100992,0,1049203,100992,-1,2021-08-19.00:57:03
er-1m-8m,1000000,8000000,1,3,1246.826641,0,100000,52.222000,39927,0,439325,39927,-1,2021-08-19.00:57:15
livej,4847571,68993773,1,3,5649.832627,0,100000,123364.025834,115054,0,8735986,115054,-1,2021-08-19.01:00:22
patent,6009555,16518948,1,3,4039.939858,0,100000,99.295763,104827,0,1478809,104827,-1,2021-08-19.01:01:18
pokec,1632804,30622564,1,3,2401.867092,0,100000,146.305445,85668,0,3356631,85668,-1,2021-08-19.01:01:50
rmat-1m-8m,999760,7810950,1,3,529.786573,0,100000,471.079378,100457,0,22768564,100457,-1,2021-08-19.01:01:55
ssca2,1048577,157877986,1,3,2170.860327,0,100000,1241.132528,1595271,0,120709257,1595271,-1,2021-08-19.01:03:10
wiki-links,5710993,130160392,1,3,9578.810468,0,100000,1237.957245,190698,0,52767936,190698,-1,2021-08-19.01:05:57
wikitalk,2394385,5021410,1,3,636.405349,0,100000,428.146996,100681,0,11137762,100681,-1,2021-08-19.01:06:02
wiki_talk_en,2987536,24981163,1,3,914.237298,0,100000,902.626342,101174,0,21327102,101174,-1,2021-08-19.01:06:11
ba-1m-8m,1000000,7999964,1,2,787.307221,100000,0,2257.355579,21775,112246,1871257,0,-1,2021-08-19.01:06:29
baidu,2141301,17794839,1,2,1662.508521,100000,0,428.717304,98637,119395,9855853,0,-1,2021-08-19.01:07:02
dbpedia,3966925,13820853,1,2,2212.648673,100000,0,542.751897,100819,117767,1832681,0,-1,2021-08-19.01:07:25
er-1m-8m,1000000,8000000,1,2,954.822163,100000,0,374.045776,39432,55161,663538,0,-1,2021-08-19.01:07:47
livej,4847571,68993773,1,2,5316.199830,100000,0,1031.139247,112721,140782,11058398,0,-1,2021-08-19.01:08:56
patent,6009555,16518948,1,2,3598.833852,100000,0,1086.137896,107370,157010,2382975,0,-1,2021-08-19.01:09:57
pokec,1632804,30622564,1,2,2066.106648,100000,0,604.810006,86769,127454,6155628,0,-1,2021-08-19.01:10:34
rmat-1m-8m,999760,7810950,1,2,566.215457,100000,0,441.891743,100221,120288,30481323,0,-1,2021-08-19.01:10:39
ssca2,1048577,157877986,1,2,1398.459323,100000,0,2388.205529,1585365,1646354,124878898,0,-1,2021-08-19.01:12:00
wiki-links,5710993,130160392,1,2,9424.495628,100000,0,1137.158266,186226,203173,55988658,0,-1,2021-08-19.01:14:53
wikitalk,2394385,5021410,1,2,756.009358,100000,0,549.187113,100586,105900,14305912,0,-1,2021-08-19.01:14:58
wiki_talk_en,2987536,24981163,1,2,1102.213148,100000,0,697.614188,99960,105909,21412735,0,-1,2021-08-19.01:15:07
ba-1m-8m,1000000,7999964,1,3,932.988384,100000,0,322.373556,21721,166551,1857785,363296,-1,2021-08-19.01:15:13
baidu,2141301,17794839,1,3,1583.781310,100000,0,260.717704,98384,133056,10251598,814107,-1,2021-08-19.01:15:46
